corpus_id,persistent_id,doi,pmid,pmcid,title,publication_date,year,journal,journal_abbreviation,venue_stratum,venue_selection_rationale,article_subtype,topic,language,publication_status,citation_count_at_access,selection_score,selection_terms,oa_status,actual_analysis_text_level,abstract_available,full_text_fetch_status,full_text_license_category,explicit_methods_or_search_strategy,search_evidence_locator,search_feature_confidence,databases_reporting_status,databases_reported,search_date_limits_status,search_date_limits_detail,search_terms_or_keyword_list_reported,complete_search_string_status,search_terms_summary,supplementary_search_string_reported,inclusion_exclusion_reported,screening_process_reported,deduplication_reported,prisma_reported,flow_diagram_reported,structural_writing_features,title_word_count,title_has_colon,title_is_question,abstract_word_count,abstract_sentence_count,abstract_first_person,abstract_why_now_signal,abstract_problem_or_gap_move,abstract_scope_signpost_move,abstract_synthesis_or_comparison_move,abstract_boundary_or_limitation_move,abstract_outlook_or_implication_move,fulltext_top_level_section_count,fulltext_figure_count,fulltext_table_count,fulltext_box_count,fulltext_introduction_heading,fulltext_conclusion_or_outlook_heading,fulltext_limitations_or_challenges_heading,fulltext_organization_logic,metadata_sources,crossref_status,crossref_type,crossref_title_similarity,crossref_title_match,doi_url,pubmed_url,full_text_url,access_date,coding_limit
R024,doi:10.1126/science.abn3103,10.1126/science.abn3103,35389801,,High-entropy nanoparticles: Synthesis-structure-property relationships and data-driven discovery.,2022-04-08,2022,Science,Science,CNS_flagship,broad-selective flagship; cross-disciplinary review genre,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,403,17.5005,data-driven; high-throughput; nanoparticle; materials,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,7,yes,no,115,4,no,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1126/science.abn3103,https://pubmed.ncbi.nlm.nih.gov/35389801/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R025,doi:10.1126/science.adh1114,10.1126/science.adh1114,37440620,PMC10663167,Leveraging artificial intelligence in the fight against infectious diseases.,2023-07-13,2023,Science,Science,CNS_flagship,broad-selective flagship; cross-disciplinary review genre,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,185,27.5419,artificial intelligence; synthetic biology; drug discovery; chemistry,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,9,no,no,109,5,yes,yes,no,yes,no,yes,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1126/science.adh1114,https://pubmed.ncbi.nlm.nih.gov/37440620/,https://europepmc.org/articles/PMC10663167,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R026,doi:10.1126/science.abn3445,10.1126/science.abn3445,37440654,,The central role of density functional theory in the AI age.,2023-07-13,2023,Science,Science,CNS_flagship,broad-selective flagship; cross-disciplinary review genre,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,93,15.0144,machine learning; computational; materials,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,11,no,no,96,4,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1126/science.abn3445,https://pubmed.ncbi.nlm.nih.gov/37440654/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R027,doi:10.1126/science.adl2016,10.1126/science.adl2016,38635718,PMC12539790,Interferon- γ and infectious diseases: Lessons and prospects.,2024-04-19,2024,Science,Science,CNS_flagship,broad-selective flagship; cross-disciplinary review genre,review_narrative_or_unspecified,therapeutics_and_drug_discovery,eng,ppublish,149,9.9702,therapeutic,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+synthesis_or_comparison; body_structure=not_assessed,8,yes,no,114,5,yes,yes,no,yes,yes,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1126/science.adl2016,https://pubmed.ncbi.nlm.nih.gov/38635718/,https://europepmc.org/articles/PMC12539790,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R028,doi:10.1126/science.ady6497,10.1126/science.ady6497,40997178,PMC12687573,From reactive to proactive: Continuous protein monitoring for preventive health care.,2025-09-25,2025,Science,Science,CNS_flagship,broad-selective flagship; cross-disciplinary review genre,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,8,19.0324,machine learning; generative,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,11,yes,no,119,5,yes,yes,no,yes,no,yes,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1126/science.ady6497,https://pubmed.ncbi.nlm.nih.gov/40997178/,https://europepmc.org/articles/PMC12687573,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R029,doi:10.1126/science.aec8444,10.1126/science.aec8444,41955366,,How artificial intelligence is reengineering protein engineering.,2026-04-09,2026,Science,Science,CNS_flagship,broad-selective flagship; cross-disciplinary review genre,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,7,22.1931,artificial intelligence; generative; computational; high-throughput; therapeutic,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,7,no,no,118,4,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1126/science.aec8444,https://pubmed.ncbi.nlm.nih.gov/41955366/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R030,doi:10.1126/science.aeb0045,10.1126/science.aeb0045,41990130,PMC13155199,Reimagining human-centric drug development with new approach methodologies.,2026-04-16,2026,Science,Science,CNS_flagship,broad-selective flagship; cross-disciplinary review genre,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,11,18.1283,artificial intelligence; computational,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=problem_or_gap+scope_signpost; body_structure=not_assessed,8,no,no,125,5,yes,yes,yes,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1126/science.aeb0045,https://pubmed.ncbi.nlm.nih.gov/41990130/,https://europepmc.org/articles/PMC13155199,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R031,doi:10.1002/adma.202006582,10.1002/adma.202006582,33929771,PMC8647870,"Engineering Hydrogel-Based Biomedical Photonics: Design, Fabrication, and Applications.",2021-04-30,2021,Advanced Materials,Adv Mater,Materials_chemistry_reviews,selective materials journal with review/progress-report genres,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,71,30.7256,robotic; hydrogel; nanomedicine; bioengineering; materials,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=not_machine_detected; body_structure=not_assessed,8,yes,no,180,8,no,yes,no,no,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,0.9939,yes,https://doi.org/10.1002/adma.202006582,https://pubmed.ncbi.nlm.nih.gov/33929771/,https://europepmc.org/articles/PMC8647870,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R032,doi:10.1002/adma.202107192,10.1002/adma.202107192,34752658,,"Copper-Free Click Chemistry: Applications in Drug Delivery, Cell Tracking, and Tissue Engineering.",2022-01-28,2022,Advanced Materials,Adv Mater,Materials_chemistry_reviews,selective materials journal with review/progress-report genres,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,104,37.5513,biomaterial; hydrogel; nanoparticle; drug delivery; tissue engineering; imaging; materials; chemistry,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=not_machine_detected; body_structure=not_assessed,12,yes,no,172,8,no,yes,no,no,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,0.9947,yes,https://doi.org/10.1002/adma.202107192,https://pubmed.ncbi.nlm.nih.gov/34752658/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R033,doi:10.1002/adma.202201651,10.1002/adma.202201651,35583434,,Responsive Hydrogels Based on Triggered Click Reactions for Liver Cancer.,2022-08-19,2022,Advanced Materials,Adv Mater,Materials_chemistry_reviews,selective materials journal with review/progress-report genres,systematic_review,biomaterials_nanomedicine_delivery,eng,ppublish,48,16.7973,hydrogel; drug delivery; materials; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=not_machine_detected; body_structure=not_assessed,10,no,no,193,7,no,yes,no,no,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1002/adma.202201651,https://pubmed.ncbi.nlm.nih.gov/35583434/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R034,doi:10.1002/adma.202204798,10.1002/adma.202204798,35916024,,Computational Biomaterials: Computational Simulations for Biomedicine.,2022-12-29,2023,Advanced Materials,Adv Mater,Materials_chemistry_reviews,selective materials journal with review/progress-report genres,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,37,43.2125,artificial intelligence; machine learning; computational; high-throughput; biomaterial; drug delivery; therapeutic; materials; chemistry,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=outlook_or_implication; body_structure=not_assessed,6,yes,no,188,6,no,no,no,no,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1002/adma.202204798,https://pubmed.ncbi.nlm.nih.gov/35916024/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R035,doi:10.1002/adma.202305099,10.1002/adma.202305099,37490938,,"Intelligent Biomaterialomics: Molecular Design, Manufacturing, and Biomedical Applications.",2023-11-07,2024,Advanced Materials,Adv Mater,Materials_chemistry_reviews,selective materials journal with review/progress-report genres,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,23,41.5594,machine learning; high-throughput; biomaterial; polymer; nanoparticle; drug delivery; therapeutic; omics; materials,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=outlook_or_implication; body_structure=not_assessed,8,yes,no,121,6,no,yes,no,no,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1002/adma.202305099,https://pubmed.ncbi.nlm.nih.gov/37490938/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R036,doi:10.1002/adma.202407793,10.1002/adma.202407793,39252670,,Toward the Integration of Machine Learning and Molecular Modeling for Designing Drug Delivery Nanocarriers.,2024-09-10,2024,Advanced Materials,Adv Mater,Materials_chemistry_reviews,selective materials journal with review/progress-report genres,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,59,39.8648,machine learning; computational; data-driven; polymer; nanoparticle; nanomedicine; drug delivery; therapeutic,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=not_machine_detected; body_structure=not_assessed,14,no,no,194,9,no,no,no,no,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1002/adma.202407793,https://pubmed.ncbi.nlm.nih.gov/39252670/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R037,doi:10.1002/adma.202510239,10.1002/adma.202510239,40772340,PMC12548523,Artificial Intelligence-Driven Nanoarchitectonics for Smart Targeted Drug Delivery.,2025-08-07,2025,Advanced Materials,Adv Mater,Materials_chemistry_reviews,selective materials journal with review/progress-report genres,perspective_review_type,AI_computation_and_data,eng,ppublish,43,45.5614,artificial intelligence; machine learning; generative; data-driven; nanomedicine; drug delivery; therapeutic,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=outlook_or_implication; top_level_sections=6; introduction_heading=yes; conclusion_outlook_heading=yes; figures=9; tables=2; boxes=0,8,no,no,200,7,no,yes,no,no,no,no,yes,6,9,2,0,yes,yes,yes,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,0.9939,yes,https://doi.org/10.1002/adma.202510239,https://pubmed.ncbi.nlm.nih.gov/40772340/,https://europepmc.org/articles/PMC12548523,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
