corpus_id,venue,year,track,paper_id,doi,title,authors,topic,canonical_url,pdf_url,official_source,language,sampling_frame_size,sampling_rank,sample_order_within_venue,title_word_count,abstract_word_count,abstract_actions,pdf_retrieval_status,full_text_extraction_status,analysis_text_level,pdf_pages,pdf_bytes,pdf_sha256,full_text_word_count,full_text_char_count,structural_analysis_char_window,intro_contribution_list,related_work_position,method_narrative,experiments_section,baseline_language,ablation_reported,uncertainty_reporting,limitations_section,ethics_or_impact_section,checklist_present,figure_caption_count,table_caption_count,conclusion_section,conclusion_moves,issue,pages,publication_date_raw,detail_status,pdf_error,accessed_date,notes
CONF-030,AAAI,2025,AAAI Technical Track on Machine Learning IV,AAAI-25-34114,10.1609/aaai.v39i18.34114,Conformalized Interval Arithmetic with Symmetric Calibration,Rui Luo; Zhixin Zhou,data_benchmarks_evaluation,https://ojs.aaai.org/index.php/AAAI/article/view/34114,https://ojs.aaai.org/index.php/AAAI/article/download/34114/36269,https://ojs.aaai.org/index.php/AAAI/issue/view/641,English,2903,2141,30,6,110,context_or_problem;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,9,191896,705b1f15af5e82ed0e689fce2d45c873baee2535e8f6a77eecb96c8124964a90,6434,72708,72708,not_detected,no_dedicated_heading_detected,theory_led_without_generic_method_heading,False,True,False,True,False,False,False,3,0,True,summarizes_evidence;states_implication,39(18),19207-19215,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-031,AAAI,2025,AAAI Technical Track on Machine Learning V,AAAI-25-34187,10.1609/aaai.v39i19.34187,Look Back for More: Harnessing Historical Sequential Updates for Personalized Federated Adapter Tuning,Danni Peng; Yuan Wang; Huazhu Fu; Jinpeng Jiang; Yong Liu; Rick Siow Mong Goh; Qingsong Wei,data_benchmarks_evaluation,https://ojs.aaai.org/index.php/AAAI/article/view/34187,https://ojs.aaai.org/index.php/AAAI/article/download/34187/36342,https://ojs.aaai.org/index.php/AAAI/issue/view/642,English,2903,2214,31,13,148,gap_or_contrast;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,9,2211272,ff67628dea06139c2589567c8a1737cb63f3b62b4789ec8e621a6f46f0fe95a1,6611,61283,61283,explicit_list,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,False,True,False,False,False,0,3,False,not_detected,39(19),19857-19865,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-032,AAAI,2025,AAAI Technical Track on Machine Learning V,AAAI-25-34260,10.1609/aaai.v39i19.34260,Higher Order Structures for Graph Explanations,Akshit Sinha; Sreeram Vennam; Charu Sharma; Ponnurangam Kumaraguru,graphs_structured_data,https://ojs.aaai.org/index.php/AAAI/article/view/34260,https://ojs.aaai.org/index.php/AAAI/article/download/34260/36415,https://ojs.aaai.org/index.php/AAAI/issue/view/642,English,2903,2287,32,6,169,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,8,947497,7644d8581251ed5795da1fe1b88adea2e90c7fa4dc6fa28359a8692222f43c36,5122,50022,50022,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,4,3,False,not_detected,39(19),20514-20521,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-033,AAAI,2025,AAAI Technical Track on Machine Learning VII,AAAI-25-34382,10.1609/aaai.v39i21.34382,DG-Mamba: Robust and Efficient Dynamic Graph Structure Learning with Selective State Space Models,Haonan Yuan; Qingyun Sun; Zhaonan Wang; Xingcheng Fu; Cheng Ji; Yongjian Wang; Bo Jin; Jianxin Li,graphs_structured_data,https://ojs.aaai.org/index.php/AAAI/article/view/34382,https://ojs.aaai.org/index.php/AAAI/article/download/34382/36537,https://ojs.aaai.org/index.php/AAAI/issue/view/644,English,2903,2359,33,13,216,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,9,1583550,cae9b4ef9de1979c9562472df1a2cb22f489643e54d073ae3a1926c4a3c67256,6080,89915,89915,explicit_list,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,True,False,False,False,3,2,True,summarizes_evidence,39(21),22272-22280,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-034,AAAI,2025,AAAI Technical Track on Machine Learning VII,AAAI-25-34455,10.1609/aaai.v39i21.34455,Factor Augmented Tensor-on-Tensor Neural Networks,Guanhao Zhou; Yuefeng Han; Xiufan Yu,graphs_structured_data,https://ojs.aaai.org/index.php/AAAI/article/view/34455,https://ojs.aaai.org/index.php/AAAI/article/download/34455/36610,https://ojs.aaai.org/index.php/AAAI/issue/view/644,English,2903,2432,34,5,226,context_or_problem;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,9,1396047,9e0848717e7503ee76fb34940490d7e67a32300418e25af44cbd493a03bd08a1,6538,64715,64715,explicit_list,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,False,False,False,False,1,2,False,not_detected,39(21),22928-22936,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-035,AAAI,2025,AAAI Technical Track on Natural Language Processing I,AAAI-25-34527,10.1609/aaai.v39i22.34527,Putting People in LLMs’ Shoes: Generating Better Answers via Question Rewriter,Junhao Chen; Bowen Wang; Zhouqiang Jiang; Yuta Nakashima,language_models_nlp,https://ojs.aaai.org/index.php/AAAI/article/view/34527,https://ojs.aaai.org/index.php/AAAI/article/download/34527/36682,https://ojs.aaai.org/index.php/AAAI/issue/view/645,English,2903,2504,35,11,133,gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,9,880158,2b026cfb85b27d412a33a2516b20c8ed572ced86db80e2456821307d69f6b04f,6625,66891,66891,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,False,False,False,False,2,4,False,not_detected,39(22),23577-23585,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-036,AAAI,2025,AAAI Technical Track on Natural Language Processing II,AAAI-25-34600,10.1609/aaai.v39i23.34600,Speech Watermarking with Discrete Intermediate Representations,Shengpeng Ji; Ziyue Jiang; Jialong Zuo; Minghui Fang; Yifu Chen; Tao Jin; Zhou Zhao,trustworthy_ai_privacy_fairness,https://ojs.aaai.org/index.php/AAAI/article/view/34600,https://ojs.aaai.org/index.php/AAAI/article/download/34600/36755,https://ojs.aaai.org/index.php/AAAI/issue/view/646,English,2903,2577,36,6,178,gap_or_contrast;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,9,680892,3210ca761f1c4620bc54d7fea8bcc75a67901c5c365d3c36c51dfa5f10648433,6773,64096,64096,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,2,2,False,not_detected,39(23),24239-24247,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-037,AAAI,2025,AAAI Technical Track on Natural Language Processing II,AAAI-25-34672,10.1609/aaai.v39i23.34672,Can LLMs Obfuscate Code? A Systematic Analysis of Large Language Models into Assembly Code Obfuscation,Seyedreza Mohseni; Seyedali Mohammadi; Deepa Tilwani; Yash Saxena; Gerald Ketu Ndawula; Sriram Vema; Edward Raff; Manas Gaur,language_models_nlp,https://ojs.aaai.org/index.php/AAAI/article/view/34672,https://ojs.aaai.org/index.php/AAAI/article/download/34672/36827,https://ojs.aaai.org/index.php/AAAI/issue/view/646,English,2903,2649,37,15,189,method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,9,538343,3f7433c62fbe280381084d49a1066cc2c28aa590e3640073ba0dbb5a69206e3a,6153,60595,60595,not_detected,early_dedicated,no_generic_method_heading_detected,False,True,False,False,False,False,False,1,6,True,summarizes_evidence;states_boundary_or_future_work;states_implication,39(23),24893-24901,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-038,AAAI,2025,AAAI Technical Track on Natural Language Processing III,AAAI-25-34745,10.1609/aaai.v39i24.34745,Explicitly Guided Difficulty-Controllable Visual Question Generation,Jiayuan Xie; Mengqiu Cheng; Xinting Zhang; Yi Cai; Guimin Hu; Mengying Xie; Qing Li,data_benchmarks_evaluation,https://ojs.aaai.org/index.php/AAAI/article/view/34745,https://ojs.aaai.org/index.php/AAAI/article/download/34745/36900,https://ojs.aaai.org/index.php/AAAI/issue/view/647,English,2903,2722,38,6,207,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,9,2543833,e91aa001401fb1af423e456895dad46fb41f197aa9a37e16d4a930c4bf149767,6266,57282,57282,explicit_prose,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,True,False,False,False,1,2,False,not_detected,39(24),25552-25560,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-039,AAAI,2025,AAAI Technical Track on Philosophy and Ethics of AI,AAAI-25-34818,10.1609/aaai.v39i25.34818,The Unreasonable Effectiveness of Open Science in AI: A Replication Study,Odd Erik Gundersen; Odd Cappelen; Martin Mølnå; Nicklas Grimstad Nilsen,scientific_ml_biomedicine,https://ojs.aaai.org/index.php/AAAI/article/view/34818,https://ojs.aaai.org/index.php/AAAI/article/download/34818/36973,https://ojs.aaai.org/index.php/AAAI/issue/view/648,English,2903,2795,39,11,195,context_or_problem;gap_or_contrast;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,9,347453,2ef1ea0039aeabd6ca4cef3de95159171a1f6d98bb8361a8a895e18cbf0dc73b,8508,77101,77101,explicit_list,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,False,True,False,False,1,2,False,not_detected,39(25),26211-26219,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-040,AAAI,2025,AAAI Technical Track on Reasoning under Uncertainty,AAAI-25-34890,10.1609/aaai.v39i25.34890,Gradient-Based Nonlinear Rehearsal Learning with Multivariate Alterations,Tian Qin; Tian-Zuo Wang; Zhi-Hua Zhou,theory_optimization,https://ojs.aaai.org/index.php/AAAI/article/view/34890,https://ojs.aaai.org/index.php/AAAI/article/download/34890/37045,https://ojs.aaai.org/index.php/AAAI/issue/view/648,English,2903,2867,40,7,162,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,9,454319,28232f0fb1c3f494e0ec73b9cd32faeb3997e85972cb20dab2a6be430e5faa90,6494,64172,64172,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,True,True,False,True,False,False,False,3,2,False,not_detected,39(25),26859-26867,2025/04/11,official_page_retrieved,,2026-08-30,
CONF-041,CVPR,2025,Main Conference,CVPR2025-Asokan_FineLIP_Extending_CLIPs_Reach_via_Fine-Grained_Alignment_with_Longer_Text_CVPR_2025_paper,,FineLIP: Extending CLIP's Reach via Fine-Grained Alignment with Longer Text Inputs,"Asokan, Mothilal; Wu, Kebin; Albreiki, Fatima",language_models_nlp,https://openaccess.thecvf.com/content/CVPR2025/html/Asokan_FineLIP_Extending_CLIPs_Reach_via_Fine-Grained_Alignment_with_Longer_Text_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Asokan_FineLIP_Extending_CLIPs_Reach_via_Fine-Grained_Alignment_with_Longer_Text_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,36,1,11,195,gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,10,9510569,fc53ffb7ef8e08cc5e11588fc51a3c3d2826cf7c584b2d7cd3e1a2b2d72d5b59,6643,65216,65216,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,2,1,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-042,CVPR,2025,Main Conference,CVPR2025-Brookes_The_PanAf-FGBG_Dataset_Understanding_the_Impact_of_Backgrounds_in_Wildlife_CVPR_2025_paper,,The PanAf-FGBG Dataset: Understanding the Impact of Backgrounds in Wildlife Behaviour Recognition,"Brookes, Otto; Kukushkin, Maksim; Mirmehdi, Majid; Stephens, Colleen; Dieguez, Paula; Hicks, Thurston C.; Jones, Sorrel; Lee, Kevin; McCarthy, Maureen S.; Meier, Amelia; Normand, Emmanuelle; Wessling, Erin G.; Wittig, Roman M.; Langergraber, Kevin; Zuberbühler, Klaus; Boesch, Lukas; Schmid, Thomas; Arandjelovic, Mimi; Kühl, Hjalmar; Burghardt, Tilo",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Brookes_The_PanAf-FGBG_Dataset_Understanding_the_Impact_of_Backgrounds_in_Wildlife_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Brookes_The_PanAf-FGBG_Dataset_Understanding_the_Impact_of_Backgrounds_in_Wildlife_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,108,2,12,231,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,11,5506986,f787e3ae179e43dc9ee7b75dfa2c1b67836bf964f7a5ca61ce85b926f2938f81,7370,82180,82180,explicit_list,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,False,False,False,False,4,2,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-043,CVPR,2025,Main Conference,CVPR2025-Chen_EMOVA_Empowering_Language_Models_to_See_Hear_and_Speak_with_CVPR_2025_paper,,"EMOVA: Empowering Language Models to See, Hear and Speak with Vivid Emotions","Chen, Kai; Gou, Yunhao; Huang, Runhui; Liu, Zhili; Tan, Daxin; Xu, Jing; Wang, Chunwei; Zhu, Yi; Zeng, Yihan; Yang, Kuo; Wang, Dingdong; Xiang, Kun; Li, Haoyuan; Bai, Haoli; Han, Jianhua; Li, Xiaohui; Jin, Weike; Xie, Nian; Zhang, Yu; Kwok, James T.; Zhao, Hengshuang; Liang, Xiaodan; Yeung, Dit-Yan; Chen, Xiao; Li, Zhenguo; Zhang, Wei; Liu, Qun; Hong, Lanqing; Hou, Lu; Xu, Hang",language_models_nlp,https://openaccess.thecvf.com/content/CVPR2025/html/Chen_EMOVA_Empowering_Language_Models_to_See_Hear_and_Speak_with_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_EMOVA_Empowering_Language_Models_to_See_Hear_and_Speak_with_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,180,3,12,159,gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,12,1351531,dc3cd145bf1b837649480dff480053ac72fcedf011fe37ccf84f4886b5c48ad1,7508,77163,77163,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,False,False,False,False,3,2,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-044,CVPR,2025,Main Conference,CVPR2025-Chen_TaoAvatar_Real-Time_Lifelike_Full-Body_Talking_Avatars_for_Augmented_Reality_via_CVPR_2025_paper,,TaoAvatar: Real-Time Lifelike Full-Body Talking Avatars for Augmented Reality via 3D Gaussian Splatting,"Chen, Jianchuan; Hu, Jingchuan; Wang, Gaige; Jiang, Zhonghua; Zhou, Tiansong; Chen, Zhiwen; Lv, Chengfei",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Chen_TaoAvatar_Real-Time_Lifelike_Full-Body_Talking_Avatars_for_Augmented_Reality_via_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_TaoAvatar_Real-Time_Lifelike_Full-Body_Talking_Avatars_for_Augmented_Reality_via_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,252,4,12,167,gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,12,10041859,aa2a92985c0bd78be3ccb60c965364e6a02de63616aa3603c7b43d4683d7f096,6909,70544,70544,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,6,3,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-045,CVPR,2025,Main Conference,CVPR2025-Cui_Incorporating_Dense_Knowledge_Alignment_into_Unified_Multimodal_Representation_Models_CVPR_2025_paper,,Incorporating Dense Knowledge Alignment into Unified Multimodal Representation Models,"Cui, Yuhao; Zu, Xinxing; Zhang, Wenhua; Zhao, Zhongzhou; Gao, Jinyang",language_models_nlp,https://openaccess.thecvf.com/content/CVPR2025/html/Cui_Incorporating_Dense_Knowledge_Alignment_into_Unified_Multimodal_Representation_Models_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Cui_Incorporating_Dense_Knowledge_Alignment_into_Unified_Multimodal_Representation_Models_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,323,5,9,168,gap_or_contrast;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,11,3654808,3003ffdb18518a014e18dac8a0794ce587f65f68f4dcbe62a253f77af2b2ce3e,7541,85327,85327,explicit_list,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,4,3,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-046,CVPR,2025,Main Conference,CVPR2025-Du_AdaMMS_Model_Merging_for_Heterogeneous_Multimodal_Large_Language_Models_with_CVPR_2025_paper,,AdaMMS: Model Merging for Heterogeneous Multimodal Large Language Models with Unsupervised Coefficient Optimization,"Du, Yiyang; Wang, Xiaochen; Chen, Chi; Ye, Jiabo; Wang, Yiru; Li, Peng; Yan, Ming; Zhang, Ji; Huang, Fei; Sui, Zhifang; Sun, Maosong; Liu, Yang",language_models_nlp,https://openaccess.thecvf.com/content/CVPR2025/html/Du_AdaMMS_Model_Merging_for_Heterogeneous_Multimodal_Large_Language_Models_with_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Du_AdaMMS_Model_Merging_for_Heterogeneous_Multimodal_Large_Language_Models_with_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,395,6,13,170,method_or_resource,downloaded_official_pdf,success,full_text_extracted,10,857007,75ae9b571f2630edfd63dde4d3ee5d5f667ffb58faf8fe3311db9e9de2ed2df1,6131,83443,83443,explicit_prose,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,False,False,False,False,3,5,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-047,CVPR,2025,Main Conference,CVPR2025-Ferens_HyperPose_Hypernetwork-Infused_Camera_Pose_Localization_and_an_Extended_Cambridge_Landmarks_CVPR_2025_paper,,HyperPose: Hypernetwork-Infused Camera Pose Localization and an Extended Cambridge Landmarks Dataset,"Ferens, Ron; Keller, Yosi",data_benchmarks_evaluation,https://openaccess.thecvf.com/content/CVPR2025/html/Ferens_HyperPose_Hypernetwork-Infused_Camera_Pose_Localization_and_an_Extended_Cambridge_Landmarks_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Ferens_HyperPose_Hypernetwork-Infused_Camera_Pose_Localization_and_an_Extended_Cambridge_Landmarks_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,467,7,11,167,gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,11,7917037,0ccd1200680fe7706b1aa5ced1ca7b5c7dca8f031e2daf211e908def9acc3700,6914,80641,80641,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,False,False,False,False,2,1,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
